Date,Latitude,Longitude
08/09/2013,4.771,5.79206
09/09/2013,5.17194,5.15944
10/09/2013,4.59242,7.25719
10/09/2013,4.32294,6.27272
10/09/2013,4.2589,8.185
11/09/2013,4.99175,7.19522
11/09/2013,4.56622,6.90289
11/09/2013,5.43544,5.86175
12/09/2013,4.55706,7.06156
12/09/2013,4.67775,5.904
13/09/2013,4.98669,7.17661
13/09/2013,5.56742,5.20461
13/09/2013,5.25711,6.52275
13/09/2013,4.69506,5.91989
13/09/2013,4.69389,5.92039
14/09/2013,5.46636,6.69847
14/09/2013,5.38811,6.55744
15/09/2013,4.53246,6.62939
16/09/2013,4.52606,6.00775
17/09/2013,4.98667,7.17658
17/09/2013,4.94644,7.18483
17/09/2013,4.48189,7.19889
17/09/2013,4.52478,6.00531
18/09/2013,5.11103,6.55742
19/09/2013,5.68619,6.51897
19/09/2013,5.68272,6.51869
19/09/2013,4.71075,5.96953
19/09/2013,4.54764,5.94117
19/09/2013,4.46422,6.16253
20/09/2013,4.53469,5.98803
20/09/2013,4.509,6.04014
20/09/2013,4.43175,6.26942
21/09/2013,5.10003,6.50022
22/09/2013,4.88542,5.629
22/09/2013,5.45264,6.63119
22/09/2013,4.51492,6.02808
23/09/2013,5.10419,6.55517
23/09/2013,4.50192,7.22128
23/09/2013,4.52636,6.00753
24/09/2013,5.15167,6.55011
24/09/2013,4.49794,6.07244
27/09/2013,4.26647,8.20699
28/09/2013,5.20331,6.51669
29/09/2013,5.56073,5.20268
29/09/2013,4.52597,6.00783
30/09/2013,5.17194,5.15944
30/09/2013,5.10364,6.48411
01/10/2013,7.14239,6.322
01/10/2013,4.524,6.012
02/10/2013,5.44833,6.64639
02/10/2013,4.15,7.49083
04/10/2013,5.55167,6.17433
04/10/2013,4.54311,5.95808
05/10/2013,5.44822,6.64694
05/10/2013,4.52586,6.00778
05/10/2013,4.06728,6.2685
06/10/2013,4.96961,7.17736
06/10/2013,5.44914,6.63747
07/10/2013,4.53825,6.2685
09/10/2013,4.69622,5.92369
09/10/2013,4.74472,7.244
09/10/2013,4.69219,7.27664
09/10/2013,4.53706,5.97942
09/10/2013,4.53692,5.98028
09/10/2013,4.51475,6.02836
10/10/2013,5.12019,6.48306
10/10/2013,4.53936,5.97161
10/10/2013,4.53475,5.98775
12/10/2013,4.49356,6.08178
12/10/2013,4.78386,7.14678
12/10/2013,4.50778,6.046
12/10/2013,4.37467,6.32164
13/10/2013,4.49794,6.07242
13/10/2013,5.40794,6.61672
13/10/2013,4.50639,6.05144
13/10/2013,4.49794,6.07242
14/10/2013,5.44672,6.69672
14/10/2013,4.50897,6.04017
14/10/2013,4.49989,6.25711
14/10/2013,4.49878,6.07053
14/10/2013,4.52603,6.00789
14/10/2013,4.60969,7.26333
15/10/2013,5.62783,5.16247
15/10/2013,4.52603,6.00789
15/10/2013,4.50797,6.04528
16/10/2013,4.54253,5.96047
16/10/2013,4.52578,6.00789
17/10/2013,5.54847,5.19967
17/10/2013,4.69014,7.27814
17/10/2013,4.524,6.01156
17/10/2013,5.62763,5.20942
18/10/2013,5.40811,6.61656
18/10/2013,4.50897,6.04017
18/10/2013,4.4695,6.14367
19/10/2013,5.119,6.48717
19/10/2013,4.78389,7.14678
19/10/2013,4.50906,6.04008
19/10/2013,4.50669,6.05047
20/10/2013,4.52597,6.00783
20/10/2013,4.47031,6.14033
20/10/2013,4.52639,6.735
21/10/2013,4.56872,7.00022
21/10/2013,4.52406,6.0115
22/10/2013,5.44858,6.66347
22/10/2013,5.44853,6.66156
22/10/2013,4.54294,5.95853
23/10/2013,4.71331,7.2805
25/10/2013,4.56419,7.0005
25/10/2013,4.52422,6.01211
25/10/2013,4.52406,6.01158
26/10/2013,5.52586,6.05706
26/10/2013,4.93003,7.18458
26/10/2013,5.16542,6.44089
26/10/2013,5.16392,6.43978
26/10/2013,4.52608,6.00792
27/10/2013,4.50908,6.04003
28/10/2013,5.16392,6.43978
28/10/2013,4.51489,6.02817
29/10/2013,5.44097,5.82683
29/10/2013,4.94478,6.93967
29/10/2013,4.79114,5.755
29/10/2013,4.501,6.02364
29/10/2013,4.47497,6.12947
30/10/2013,4.84581,7.15733
30/10/2013,4.52608,6.02458
30/10/2013,4.51767,6.02364
31/10/2013,4.54772,6.97822
31/10/2013,5.40733,6.57211
31/10/2013,4.74989,5.82228
31/10/2013,4.57633,5.95853
31/10/2013,4.543,5.95853
01/11/2013,4.49919,6.06964
02/11/2013,5.401,6.62675
02/11/2013,5.46306,5.84683
02/11/2013,5.15369,6.45272
02/11/2013,5.43631,5.84681
04/11/2013,4.71,7.23442
05/11/2013,4.49275,6.08328
06/11/2013,4.65564,7.27683
06/11/2013,4.62931,7.27681
06/11/2013,4.52608,6.00792
07/11/2013,5.00792,5.69161
07/11/2013,4.52353,6.01386
08/11/2013,5.62764,5.20939
08/11/2013,4.68847,7.25717
08/11/2013,4.53717,5.97936
08/11/2013,4.53711,5.9795
08/11/2013,4.53061,6.25803
08/11/2013,4.52353,6.01386
09/11/2013,4.97994,7.17567
09/11/2013,5.78892,5.85106
09/11/2013,4.53383,6.25903
10/11/2013,5.24908,6.62631
10/11/2013,5.025,6.5375
10/11/2013,4.54283,5.95853
10/11/2013,4.49394,6.08103
11/11/2013,5.13544,6.45117
11/11/2013,4.50147,6.06469
11/11/2013,4.44581,6.35558
12/11/2013,4.51467,6.02853
12/11/2013,4.83839,7.15639
12/11/2013,4.51467,6.02853
12/11/2013,4.51767,6.02364
13/11/2013,4.547,5.94328
15/11/2013,5.66581,6.50322
15/11/2013,4.50906,6.04
16/11/2013,5.86753,5.15906
16/11/2013,4.47494,6.12919
17/11/2013,4.78506,7.18808
17/11/2013,4.56433,5.94114
18/11/2013,5.66581,6.50322
18/11/2013,4.99436,6.66831
18/11/2013,4.77906,7.19836
18/11/2013,4.525,6.00792
19/11/2013,5.41008,6.61403
19/11/2013,5.36903,6.67481
19/11/2013,4.48164,6.09972
20/11/2013,4.52619,6.00789
21/11/2013,4.65572,7.27686
21/11/2013,4.54208,5.96244
21/11/2013,4.53717,6.01161
21/11/2013,4.52394,6.01161
21/11/2013,4.51447,6.02881
22/11/2013,4.52611,6.00789
22/11/2013,4.56258,7.00078
22/11/2013,4.51661,6.02553
23/11/2013,4.53708,5.97958
23/11/2013,4.51694,6.02531
24/11/2013,5.57686,5.20694
24/11/2013,5.57667,5.20694
24/11/2013,4.50789,6.04111
25/11/2013,4.51931,6.02108
25/11/2013,5.63097,6.67378
25/11/2013,5.62894,6.66769
26/11/2013,4.54053,6.69064
26/11/2013,5.44828,6.64692
27/11/2013,4.50906,6.04008
27/11/2013,4.53164,6.82008
27/11/2013,4.94306,5.68219
27/11/2013,4.50172,6.06394
27/11/2013,4.06717,6.26844
28/11/2013,4.50878,6.04
28/11/2013,4.50878,6.04
28/11/2013,5.44814,6.62769
28/11/2013,4.52592,6.00778
28/11/2013,5.11844,6.66831
28/11/2013,4.70997,7.23433
28/11/2013,4.53717,5.97931
28/11/2013,4.49914,6.06961
29/11/2013,4.50636,6.05025
29/11/2013,4.52411,6.01139
29/11/2013,4.49914,6.06961
30/11/2013,4.51511,6.02778
01/12/2013,4.54256,5.95983
02/12/2013,5.15072,6.62992
